pelapor,tanggal_masuk_laporan,judul_laporan,detail_keluhan,instansi
Anonim,,"Konsultasi Teknis, Pembiayaan, Tata Cara / prosedur aplikasi","""Halo dengan BBPPT Kominfo?, Kami sedang berminat melakukan pengetesan RF utk produk mouse. Apakah bisa dibantu biaya, lama pengujian dan dokumen apa yang akan kami terima?Perangkatnya mouse wireless dengan dongle 2.4g pak/buitu biayanya berapa ya kira2""",Kementerian Sosial
Anonim,,Tata Cara / Prosedur Aplikasi,"""Selamat siang, Mau tanya Saya mau test EMC utk Radio alat komunikasi, Nama website untuk ini apa ya.Dulu pernah, Sekarang alurnya bagaimana yaBerati nanti PLG ID nya berbeda ya dengan PLG ID E-Sertifikasi ?Bisa login bu. """,Kementerian Sosial
Anonim,,Aplikasi Bermasalah,"""Mas Egi Mau menanyakan terkait Catatan yang ada di riwayat aplikasi mas Ini yang salah memang hanya Foto Perangkat dan label Made In?""",Kementerian Sosial
Anonim,,Lainnya,"Mengenai Tata Cara Prosedur Pengujian Perangkat, Biaya Pengujian dan Waktu Pengujian",Kementerian Sosial
Anonim,,Sampel Uji,"""Sore.. Pak/Bu kalau sudah terbit LHU berarti brg sudah bs diambil kembali kan ya?jamnya bebas kan?""",Kementerian Sosial
Anonim,,Kapasitas Lab / Pembiayaan,Selamat PAgi untuk Emc conducted dan radiated apakah benar total biayanya 10jt ?,Kementerian Sosial
Anonim,,Informasi Umum,"""Pak, besok kan saya mau antar barang untuk pengujian.alamatnya dimana ya Pak""",Kementerian Sosial
Anonim,,Kapasitas Lab,Untuk pengujian Electrical Safety sdh bisa juga yah,Kementerian Sosial
Anonim,,Tata Cara / Prosedur Aplikasi,Bagaimana cara membuat akun https://bbppt.postel.go.id/pengujian/,Kementerian Sosial
Anonim,,Pembiayaan,"""untuk pengujian EMC conducted at telecom port, apa di charge 1 kali harga atau gimana?jadi kalo ada unit pake adapter + ada port RJ11 + RJ45, biaya uji EMC conductednya jadi berapa ya?""",Kementerian Sosial
Anonim,,Server Website Cekbansos Error,Saya ingin menginfokan bahwa server cekbansos error. saya ingin memilih provinsi namun tidak ada provinsi yang muncul dan saat saya cek ternyata server error. saat saya menggunakan hp untuk membuka aplikasi saat memilih bagian provinsi juga error,Kepolisian Negara Republik Indonesia	
Anonim,,Saldo Kks Kosong,"Mohon bantuannya.kks warga saya tidak ada saldonya mohon di bantuLokasi Kejadian KABUPATEN CIANJUR | BOJONGPICUNG | JATI | Kp. Jati Rt 04 Rw 02, Desa Jati, Kecamatan Bojongpicung, kabupaten Cianjur, Jawa BaratKewenangan KEMENTERIAN SOSIAL",Kepolisian Negara Republik Indonesia	
Anonim,,Sudah Tiga Bulan Bansos Bpnt Tidak Cair,"Selamat malam,perkenal kan nama saya didin penerima manfaat bpnt, mau bertanya kenapa sudah tiga bulan ini bpnt saya blm juga cair ya, apakah di berhentikan ataw bagai mana dan kemana saya harus melapor... mohon kiranya di bantu untuk di terus kan ke pada instansi yg terkait sebab, saya blm menerima pemberitahuan dri desa ataw pun pendamping terkait tentang kejelasan status kks saya.. terimakasih",Kepolisian Negara Republik Indonesia	
Dewi Diana,,Bansos Bpnt,Sudah 3 bulan ini bpnt suami saya tidak keluar .. tolong bantuannya .. krna sudah dari sejak pertama kali ada bpnt suami saya selalu kluar ..,Kepolisian Negara Republik Indonesia	
Anonim,,Cek Bansos.,"Tidak bisa login utk aplikasi cek bansos krn nomor hp dan email sudah ganti,utk nomor hp dan email-nya nomor yg dulu sudah lupa,mohon utk bantuannya supaya bisa login ke aplikasi cek bansos
terima kasih",Kepolisian Negara Republik Indonesia	
Amalia,,Penyaluran Dana Bantuan Sosial Pkh Tidak Tepat Sasaran,"Saya dari kel krembangan utara, kec. pabean cantian, surabaya rt 2 rw 5

ibu saya penerima pkh sejak sekitar 2013 an karena memang masuk dalam kategori warga dtks dan penyandang disabilitas fisik (buta permanen) dan memiliki tanggungan anak sekolah. namun bulan maret ini pkh ibu saya terhenti tanpa alasan sehingga saya cek di cek bansos bahwa ibu saya dinyatakan sudah tidak berhak menerima pkh. padahal ibu saya masuk dalam syarat kategori warga kurang mampu dan saya bekerja masih di bawah umr. ibu saya masih ada tanggungan anak sekolah yang tidak di cover pip ataupun besmart. mohon di bantu di tindaklanjuti karena bukan hanya saya saja yang tidak tepat sasaran. banyak dari lansia kurang mampu tiba2 di tahun 2024 tidak dapat lagi padahal mereka sangat membutuhkan bantuan dari pemerintah",Kepolisian Negara Republik Indonesia	
Anonim,,Pengaduan Dtks Bansos+Kjp,"Selamat siang saya abdul hadi dg nomor nik 3309052107760004 sudah terdaftar di status pendaftaran bansos di bulan agustus tahun 2022 dengan keterangan musyawarah kelurahan, tapi sampai sekarang kok belum ada keterangan dari pihak kelurahan maupun rt lokasi saya sekarang ada di jalan dukuh v nomor 14 rt 03 rw 04, kelurahan dukuh kecamatan kramat jati jakarta timur. yang awal pendaftaran dtks di kampung (randusari karanggeneng boyolali jawa tengah) awal adanya musibah virus corona, dan saya sudah pernah mendapatkan bantuan pkh,pip anak. sekarang saya pindah ke jakarta karena ada musibah yang menimpa anak saya (pelecehan dan kekerasan anak saya oleh si pelaku, dan sekarang jumlah kau sudah dalam kurungan penjara) sebelum ditahan saya sudah pindah duluan ke jakarta untuk menyelamatkan anak istri saya.mohon untuk diaktifkan lagi dtks saya yang dulu di kampung karena pindah ke jakarta supaya berfungsi lagi. karena saya di jakarta sangat membutuhkan valeri apalagi bingung untuk bayar kontrakan dan kehidupan sehari-hari juga anak sekolah terima kasih, dulu satu tahun yang lalu saya pernah bantuan dari sentra handayani berupa bahan pokok kasur lemari dan pakaian anak-anak",Kepolisian Negara Republik Indonesia	
Abdul Halim,,Usulan,Saya sudah terdaftar dtks tapi kenapa saya tidak dapat bantuan mohon penjelasannya nama abdul halim nik 3214161512860001 rt 013 rw 007 ds sukajadi kec pondok salam kab purwakarta propinsi jawa barat,Kepolisian Negara Republik Indonesia	
Anonim,,Bansos,"Assalamualaikum ibu/bpk, saya mau menanyakan bantuan saya sudah lama tidak keluar yang sembako sama uang anak sekolah itu buk/pak, tolong di cekk no.kk saya 1472012510670001. dan kalau tidak dapat lagi apa bisa di usulkan kembali? terimakasih",Kepolisian Negara Republik Indonesia	
Angger djiwo wiguno,,Penerima Kks 2021 Tidak Menerima Bpnt 2024,"Kepada yang terhormat : biro humas kemensoshari/tanggal : selasa, 12 maret 2024nama pelapor : angger djiwo wigunonik pelapor : 7571021512940001nomor kk pelapor : 7571092109160003usia pelapor : 30 tahunalamat pelapor -desa : pohe-kecamatan : hulonthalangi-kabupaten/kota : gorontalo-provinsi : gorontalonomor hp : 082216636727pekerjaan : wiraswastadengan ini saya ingin melaporkan, penerima manfaat yang terdaftar di dtks diatas tidak menerima bpnt di tahun 2024 sejak tahap 1 januari sampai tahap 3 maret berlangsung , sekiranya dengan adanya laporan ini pemerintah khususnya kementrian sosial lebih memperhatikan data data dtks yang ada. sebelumnya saya haturkan terima kasih atas perhatiannya.",Kepolisian Negara Republik Indonesia	
Ai Siti Fatimah,,Perihal Pkh Periode Januari-Maret,"Saya belum menerima/mendapatkan pkh periode januari-maret sampai sekarang ini.
mohon bantuannya",Kepolisian Negara Republik Indonesia	
Anonim,,Di Coret Dari Bansos Pemerintah,"Saya sebagai warga yang layak penerima , sudah dapat ko di coret lagi dari bansos...
anak 2 kebutuhan banyak,,, ehh di coret",Kepolisian Negara Republik Indonesia	
Anonim,,Bantuan Sembako,"Min, istri saya dapat bantuan sembako untuk bulan januari di aplikasi cek bansos. tapi sampai sekarang belum dapat sembakonya, ini gimana bu mensos?",Kepolisian Negara Republik Indonesia	
Anonim,,Pelayanan Pendaftaran Dtks,"Selamat siang min, saya ingin melaporkan. saya kan daftar dtks di desa karangraharja, cikarang utara, kabupaten bekasi. namun, psm nya kurang memahami apa itu dtks. bisa minta tolong dibantu saya ingin mendaftar kuliah dengan kip",Kepolisian Negara Republik Indonesia	
Anonim,,Pengaduan Bansos Pkh Tidak Cair,Terakhir menerima bansos pkh pada bulan mei tahun 2021 setelah itu sampai sekarang tidak menerima sama sekali . padahal bulan februari 2024 kemarin mayoritas menerima bansos pkh,Kepolisian Negara Republik Indonesia	
Edy Gondes,,Bpnt,"Bpnt gak cair bulan maret ..di januari cair ,",Kepolisian Negara Republik Indonesia	
Anonim,,Bpnt,Pm bpnt tidak cair hampir 1 tahun,Kepolisian Negara Republik Indonesia	
Anonim,,Aplikasi Cek Bansos,Udah 1 minggu akun cek bansos saya ga diverifikasi saya udh lama nunggu gimana nih petugas nya,Kepolisian Negara Republik Indonesia	
Anonim,,Akun Bansos,"Mohon bantuannya untuk menghapus akun bansos, karna saat pengisian data akun peserta salah menginput email, kenapa akun minta di hapus karna untuk mendaftar lagi tidak bisa sebab nik yg digunakan sudah terdaftar di akun yg salah, nik yg di gunakan 3577035812610002 a.n. Sunarti",Kepolisian Negara Republik Indonesia	
Anonim,,Bpnt Saya Tidak Cair,Mohon penjelasannya kenapa bpnt saya tidak cair di bulan ini atas nama andri rudianto nik 3577013004870002,Kepolisian Negara Republik Indonesia	
